ID,Item_type,Study_Title,Document_Reference,Author_1st,Author_2nd,Author_3rd,Author_4th,Author_5th,Author_6th,Publication_year,Country_application,Specific_Location_1,Specific_Location_2,MAR_Type_1,MAR_Type_2,MAR_Type_3,MAR_Type_4,Criteria_Group_1,Criteria_Group_2,Criteria_Group_3,Criteria_used_Original,Criteria_used_Modified,Criteria_weight,Subcriteria_Min_weight,Subcriteria_Max_weight,Standardized_criteria_weight(%),Criteria_importance_rank,Criteria_weights_assigment,Combination_rules,Constraint_mapping,Constraint_mapping_what,Sensitivity_Analysis,Water_Sorce,Main_objective,Groundwater_potential_zones
007,Journal Article,Combining GIS with multicriteria decision making for siting water harvesting ponds in Northern Jordan,"Al-Adamat, 2010",Rida Al-Adamat,Abdullah Diabat,Ghada Shatnawi,,,,2010,Jordan,Northern Jordan,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,5,1,4,23.8095238095238,2,Ranking method,WLC,Yes,Distance to international borders (<1000m); Distance to wadis (< = 50 m); Distance to roads (<250m); Distance to urban centers (<250m); Distance to faults (< = 1000m); Distance to wells (< = 500 m),No,Stormwater/surface runoff,Agriculture,No
007,Journal Article,Combining GIS with multicriteria decision making for siting water harvesting ponds in Northern Jordan,"Al-Adamat, 2010",Rida Al-Adamat,Abdullah Diabat,Ghada Shatnawi,,,,2010,Jordan,Northern Jordan,,Spreading methods,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Distance to Wadis,Distance to Wadis,4,1,4,19.047619047619,3,Ranking method,WLC,Yes,Distance to international borders (<1000m); Distance to wadis (< = 50 m); Distance to roads (<250m); Distance to urban centers (<250m); Distance to faults (< = 1000m); Distance to wells (< = 500 m),No,Stormwater/surface runoff,Agriculture,No
007,Journal Article,Combining GIS with multicriteria decision making for siting water harvesting ponds in Northern Jordan,"Al-Adamat, 2010",Rida Al-Adamat,Abdullah Diabat,Ghada Shatnawi,,,,2010,Jordan,Northern Jordan,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Soil (clay %),Hydrological soils,3,1,4,14.2857142857143,4,Ranking method,WLC,Yes,Distance to international borders (<1000m); Distance to wadis (< = 50 m); Distance to roads (<250m); Distance to urban centers (<250m); Distance to faults (< = 1000m); Distance to wells (< = 500 m),No,Stormwater/surface runoff,Agriculture,No
007,Journal Article,Combining GIS with multicriteria decision making for siting water harvesting ponds in Northern Jordan,"Al-Adamat, 2010",Rida Al-Adamat,Abdullah Diabat,Ghada Shatnawi,,,,2010,Jordan,Northern Jordan,,Spreading methods,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Distance to Urban centers,Distance to urban areas,2,1,4,9.52380952380952,5,Ranking method,WLC,Yes,Distance to international borders (<1000m); Distance to wadis (< = 50 m); Distance to roads (<250m); Distance to urban centers (<250m); Distance to faults (< = 1000m); Distance to wells (< = 500 m),No,Stormwater/surface runoff,Agriculture,No
007,Journal Article,Combining GIS with multicriteria decision making for siting water harvesting ponds in Northern Jordan,"Al-Adamat, 2010",Rida Al-Adamat,Abdullah Diabat,Ghada Shatnawi,,,,2010,Jordan,Northern Jordan,,Spreading methods,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Distance to roads,Distance to roads,1,1,4,4.76190476190476,6,Ranking method,WLC,Yes,Distance to international borders (<1000m); Distance to wadis (< = 50 m); Distance to roads (<250m); Distance to urban centers (<250m); Distance to faults (< = 1000m); Distance to wells (< = 500 m),No,Stormwater/surface runoff,Agriculture,No
007,Journal Article,Combining GIS with multicriteria decision making for siting water harvesting ponds in Northern Jordan,"Al-Adamat, 2010",Rida Al-Adamat,Abdullah Diabat,Ghada Shatnawi,,,,2010,Jordan,Northern Jordan,,Spreading methods,,,,Environmental criteria,Environmental criteria,Environmental criteria,Rainfall,Rainfall,6,1,4,28.5714285714286,1,Ranking method,WLC,Yes,Distance to international borders (<1000m); Distance to wadis (< = 50 m); Distance to roads (<250m); Distance to urban centers (<250m); Distance to faults (< = 1000m); Distance to wells (< = 500 m),No,Stormwater/surface runoff,Agriculture,No
007,Journal Article,Combining GIS with multicriteria decision making for siting water harvesting ponds in Northern Jordan,"Al-Adamat, 2010",Rida Al-Adamat,Abdullah Diabat,Ghada Shatnawi,,,,2010,Jordan,Northern Jordan,,Spreading methods,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Distance to international borders,Distance to international borders,NA,NA,NA,NA,NA,Ranking method,WLC,Yes,Distance to international borders (<1000m); Distance to wadis (< = 50 m); Distance to roads (<250m); Distance to urban centers (<250m); Distance to faults (< = 1000m); Distance to wells (< = 500 m),No,Stormwater/surface runoff,Agriculture,No
007,Journal Article,Combining GIS with multicriteria decision making for siting water harvesting ponds in Northern Jordan,"Al-Adamat, 2010",Rida Al-Adamat,Abdullah Diabat,Ghada Shatnawi,,,,2010,Jordan,Northern Jordan,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Distance to faults,Distance to Lineaments / Faults,NA,NA,NA,NA,NA,Ranking method,WLC,Yes,Distance to international borders (<1000m); Distance to wadis (< = 50 m); Distance to roads (<250m); Distance to urban centers (<250m); Distance to faults (< = 1000m); Distance to wells (< = 500 m),No,Stormwater/surface runoff,Agriculture,No
007,Journal Article,Combining GIS with multicriteria decision making for siting water harvesting ponds in Northern Jordan,"Al-Adamat, 2010",Rida Al-Adamat,Abdullah Diabat,Ghada Shatnawi,,,,2010,Jordan,Northern Jordan,,Spreading methods,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Distance to wells,Distance to wells,NA,NA,NA,NA,NA,Ranking method,WLC,Yes,Distance to international borders (<1000m); Distance to wadis (< = 50 m); Distance to roads (<250m); Distance to urban centers (<250m); Distance to faults (< = 1000m); Distance to wells (< = 500 m),No,Stormwater/surface runoff,Agriculture,No
007,Journal Article,Combining GIS with multicriteria decision making for siting water harvesting ponds in Northern Jordan,"Al-Adamat, 2010",Rida Al-Adamat,Abdullah Diabat,Ghada Shatnawi,,,,2010,Jordan,Northern Jordan,,Spreading methods,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Distance to farms,Distance to crops,NA,NA,NA,NA,NA,Ranking method,WLC,Yes,Distance to international borders (<1000m); Distance to wadis (< = 50 m); Distance to roads (<250m); Distance to urban centers (<250m); Distance to faults (< = 1000m); Distance to wells (< = 500 m),No,Stormwater/surface runoff,Agriculture,No
008,Journal Article,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",Khadija Gdoura,Makram Anane,Saleh Jellali,,,,2015,Tunisia,Nabeul-Hammamet Shallow Aquifer,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Soil Texture,Hydrological soils,0.095,1,1,8.47457627118644,5,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater,Agriculture; Domestic; Recreation,No
008,Journal Article,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",Khadija Gdoura,Makram Anane,Saleh Jellali,,,,2015,Tunisia,Nabeul-Hammamet Shallow Aquifer,,Spreading methods,,,,Management criteria,Socio-environmental impact,Socio-environmental impact,Distance from residential areas,Distance to urban areas,0.264,1,1,23.5504014272971,1,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater,Agriculture; Domestic; Recreation,No
008,Journal Article,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",Khadija Gdoura,Makram Anane,Saleh Jellali,,,,2015,Tunisia,Nabeul-Hammamet Shallow Aquifer,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,Unsaturated zone depth,Soil depth,0.095,1,1,8.47457627118644,5,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater,Agriculture; Domestic; Recreation,No
008,Journal Article,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",Khadija Gdoura,Makram Anane,Saleh Jellali,,,,2015,Tunisia,Nabeul-Hammamet Shallow Aquifer,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Geology,Geology / Lithology,0.095,1,1,8.47457627118644,5,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater,Agriculture; Domestic; Recreation,No
008,Journal Article,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",Khadija Gdoura,Makram Anane,Saleh Jellali,,,,2015,Tunisia,Nabeul-Hammamet Shallow Aquifer,,Spreading methods,,,,Water quality,Groundwater quality,Groundwater quality,Groundwater quality for human consumption according to Tunisia Standards (Chlorides),Groundwater - Chloride,0.01,1,1,0.892060660124888,8,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater,Agriculture; Domestic; Recreation,No
008,Journal Article,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",Khadija Gdoura,Makram Anane,Saleh Jellali,,,,2015,Tunisia,Nabeul-Hammamet Shallow Aquifer,,Spreading methods,,,,Water quality,Groundwater quality,Groundwater quality,Groundwater quality for human consumption according to Tunisia Standards (Sulphates),Groundwater - Sulphates,0.021,1,1,1.87332738626227,7,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater,Agriculture; Domestic; Recreation,No
008,Journal Article,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",Khadija Gdoura,Makram Anane,Saleh Jellali,,,,2015,Tunisia,Nabeul-Hammamet Shallow Aquifer,,Spreading methods,,,,Water quality,Groundwater quality,Groundwater quality,Groundwater quality for human consumption according to Tunisia Standards (Salinity),Groundwater - Salinity,0.135,1,1,12.042818911686,3,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater,Agriculture; Domestic; Recreation,No
008,Journal Article,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",Khadija Gdoura,Makram Anane,Saleh Jellali,,,,2015,Tunisia,Nabeul-Hammamet Shallow Aquifer,,Spreading methods,,,,Water quality,Groundwater quality,Groundwater quality,Groundwater quality for human consumption according to Tunisia Standards (Nitrates),Groundwater - Nitrates,0.034,1,1,3.03300624442462,6,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater,Agriculture; Domestic; Recreation,No
008,Journal Article,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",Khadija Gdoura,Makram Anane,Saleh Jellali,,,,2015,Tunisia,Nabeul-Hammamet Shallow Aquifer,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Soil salinity,Soil salinity,0.028,1,1,2.49776984834969,7,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater,Agriculture; Domestic; Recreation,No
008,Journal Article,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",Khadija Gdoura,Makram Anane,Saleh Jellali,,,,2015,Tunisia,Nabeul-Hammamet Shallow Aquifer,,Spreading methods,,,,Management criteria,Economic criteria,Economic criteria,Elevation from wastetreatment plant to land use,Elevation from wastetreatment plant to land use,0.11,1,1,9.81266726137377,4,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater,Agriculture; Domestic; Recreation,No
008,Journal Article,Geospatial and AHP-multicriteria analyses to locate and rank suitable sites for groundwater recharge with reclaimed water,"Gdoura, 2015",Khadija Gdoura,Makram Anane,Saleh Jellali,,,,2015,Tunisia,Nabeul-Hammamet Shallow Aquifer,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Land use and the cost of the land to apply the MAR,Land use/ land cover,0.025,1,1,2.23015165031222,7,Pairwise comparison method; Fuzzy Logic,WLC,Yes,"Slope (>12%); soil texture (>10% clay); distance from water bodies (<500m); distance from residential areas (<200m); distance from roads (<50m); unsaturated zone depth (<5m); geology (clay, sandstone and limestone are not feasible) and groundwater quality (Salinity > 2.5 g/L, nitrates > 45 mg/L, Chlorides > 600 mg/L, sulphates > 600 mg/L, calcium > 300 mg/L for human)",Yes,Treated wastewater,Agriculture; Domestic; Recreation,No
